,suburb,sold_year,sold_month,count,avg_bedroom,avg_bathroom,avg_car_space,avg_land_size,avg_building_size,avg_built_year,avg_price,perth,east_perth,west_perth,northbridge,crawley,nedlands
147,Northbridge,2013,8,2,2.0,2.0,1.0,97.5,70.0,2009.0,518750.0,0,0,0,1,0,0
148,Northbridge,2013,9,3,2.3333333333333335,1.6666666666666667,1.6666666666666667,145.33333333333334,124.0,2008.0,701666.6666666666,0,0,0,1,0,0
149,Northbridge,2013,10,4,2.5,1.5,1.5,139.75,93.0,2004.25,580000.0,0,0,0,1,0,0
150,Northbridge,2013,11,5,1.8,1.8,1.0,95.6,68.0,2010.4,553500.0,0,0,0,1,0,0
151,Northbridge,2013,12,1,3.0,2.0,2.0,196.0,121.0,1995.0,785000.0,0,0,0,1,0,0
152,Northbridge,2014,1,3,2.0,1.6666666666666667,1.0,109.0,81.66666666666667,2009.3333333333333,510000.0,0,0,0,1,0,0
153,Northbridge,2014,2,9,1.8888888888888888,1.3333333333333333,1.0,146.0,103.22222222222223,1975.888888888889,633777.7777777778,0,0,0,1,0,0
154,Northbridge,2014,3,4,2.25,2.0,1.5,261.25,132.75,2004.0,743000.0,0,0,0,1,0,0
155,Northbridge,2014,4,4,2.75,2.0,1.75,340.0,134.5,1983.5,1090625.0,0,0,0,1,0,0
156,Northbridge,2014,5,1,2.0,2.0,1.0,116.0,90.0,2003.0,516000.0,0,0,0,1,0,0
157,Northbridge,2014,6,1,1.0,1.0,2.0,94.0,59.0,1995.0,429000.0,0,0,0,1,0,0
158,Northbridge,2014,7,5,2.0,1.8,1.0,117.0,90.8,2003.0,542200.0,0,0,0,1,0,0
159,Northbridge,2014,8,1,2.0,2.0,1.0,115.0,87.0,1996.0,585000.0,0,0,0,1,0,0
160,Northbridge,2014,9,1,1.0,1.0,1.0,87.0,57.0,2009.0,425000.0,0,0,0,1,0,0
161,Northbridge,2014,10,2,2.5,1.5,1.5,136.5,103.0,2003.0,555000.0,0,0,0,1,0,0
162,Northbridge,2014,11,10,1.4,1.4,1.1,92.8,60.0,2015.2,486400.0,0,0,0,1,0,0
163,Northbridge,2014,12,1,2.0,1.0,1.0,88.0,68.0,1996.0,420000.0,0,0,0,1,0,0
164,Northbridge,2015,1,4,2.0,1.75,1.25,126.25,80.75,2011.5,579125.0,0,0,0,1,0,0
165,Northbridge,2015,2,4,1.75,1.5,1.0,111.0,80.0,2006.75,501750.0,0,0,0,1,0,0
166,Northbridge,2015,4,3,1.6666666666666667,1.6666666666666667,1.3333333333333333,106.33333333333333,67.0,2016.0,534166.6666666666,0,0,0,1,0,0
167,Northbridge,2015,5,3,2.6666666666666665,2.0,1.3333333333333333,170.33333333333334,142.66666666666666,1977.0,685666.6666666666,0,0,0,1,0,0
168,Northbridge,2015,6,5,1.8,1.4,1.2,116.0,77.0,2005.8,523700.0,0,0,0,1,0,0
169,Northbridge,2015,7,3,1.3333333333333333,2.0,1.0,113.0,84.0,2007.0,511666.6666666667,0,0,0,1,0,0
170,Northbridge,2015,8,3,2.3333333333333335,1.6666666666666667,1.0,136.66666666666666,94.66666666666667,2003.3333333333333,482333.3333333333,0,0,0,1,0,0
171,Northbridge,2015,9,2,1.5,1.5,1.0,107.0,69.5,2010.5,462500.0,0,0,0,1,0,0
172,Northbridge,2015,10,3,2.0,1.6666666666666667,1.3333333333333333,128.0,81.0,2003.6666666666667,488000.0,0,0,0,1,0,0
173,Northbridge,2015,11,3,2.0,1.6666666666666667,1.0,107.33333333333333,81.0,2002.6666666666667,466000.0,0,0,0,1,0,0
174,Northbridge,2015,12,3,1.6666666666666667,1.6666666666666667,1.0,103.0,71.33333333333333,2006.6666666666667,441666.6666666667,0,0,0,1,0,0
175,Northbridge,2016,1,3,2.0,2.0,1.0,130.33333333333334,96.33333333333333,2004.6666666666667,452603.3333333333,0,0,0,1,0,0
176,Northbridge,2016,2,3,2.3333333333333335,2.3333333333333335,1.3333333333333333,142.0,168.0,2009.3333333333333,713333.3333333334,0,0,0,1,0,0
177,Northbridge,2016,3,3,1.6666666666666667,1.6666666666666667,1.3333333333333333,116.0,75.33333333333333,2010.0,488000.0,0,0,0,1,0,0
178,Northbridge,2016,5,3,2.0,2.0,1.0,261.3333333333333,230.66666666666666,2016.0,555125.0,0,0,0,1,0,0
179,Northbridge,2016,6,1,2.0,2.0,1.0,99.0,72.0,2009.0,410000.0,0,0,0,1,0,0
180,Northbridge,2016,7,2,2.0,2.0,1.0,124.5,82.5,2010.5,501250.0,0,0,0,1,0,0
181,Northbridge,2016,8,2,2.0,2.0,1.0,112.5,43.0,2012.5,487500.0,0,0,0,1,0,0
182,Northbridge,2016,9,6,2.0,1.5,1.1666666666666667,109.16666666666667,64.5,2003.6666666666667,433000.0,0,0,0,1,0,0
183,Northbridge,2016,10,1,1.0,2.0,1.0,97.0,70.0,2009.0,375000.0,0,0,0,1,0,0
184,Northbridge,2016,11,3,2.0,1.6666666666666667,1.6666666666666667,168.33333333333334,87.66666666666667,2005.6666666666667,491666.6666666667,0,0,0,1,0,0
185,Northbridge,2016,12,3,2.0,1.6666666666666667,1.0,107.66666666666667,69.66666666666667,2007.0,433333.3333333333,0,0,0,1,0,0
186,Northbridge,2017,1,4,1.75,1.75,1.0,111.75,75.5,2008.75,413750.0,0,0,0,1,0,0
187,Northbridge,2017,2,4,1.75,1.5,1.0,103.25,72.0,2011.25,446750.0,0,0,0,1,0,0
188,Northbridge,2017,3,6,1.8333333333333333,1.8333333333333333,1.0,106.66666666666667,76.16666666666667,2012.3333333333333,762083.3333333334,0,0,0,1,0,0
189,Northbridge,2017,4,3,1.6666666666666667,1.3333333333333333,1.0,92.0,67.33333333333333,2007.0,395000.0,0,0,0,1,0,0
190,Northbridge,2017,5,3,2.3333333333333335,1.6666666666666667,1.3333333333333333,125.0,91.66666666666667,2006.3333333333333,485333.3333333333,0,0,0,1,0,0
191,Northbridge,2017,6,2,3.0,2.0,1.0,150.0,107.0,2001.0,609500.0,0,0,0,1,0,0
192,Northbridge,2017,7,4,2.0,1.5,1.0,125.5,91.25,2003.0,453750.0,0,0,0,1,0,0
193,Northbridge,2017,8,2,2.5,3.0,1.5,225.0,147.0,2013.5,780000.0,0,0,0,1,0,0
194,Northbridge,2017,9,3,2.6666666666666665,2.0,1.6666666666666667,181.0,113.0,2002.3333333333333,486333.3333333333,0,0,0,1,0,0
195,Northbridge,2017,10,4,2.0,2.0,1.0,114.0,81.25,2012.75,468000.0,0,0,0,1,0,0
196,Northbridge,2017,11,3,2.0,2.0,1.3333333333333333,123.66666666666667,87.66666666666667,2012.3333333333333,490000.0,0,0,0,1,0,0
197,Northbridge,2017,12,2,2.5,2.0,1.0,125.5,113.0,2002.5,457500.0,0,0,0,1,0,0
198,Northbridge,2018,1,4,2.0,1.75,1.0,110.0,83.75,2012.5,471500.0,0,0,0,1,0,0
199,Northbridge,2018,2,1,2.0,2.0,1.0,112.0,74.0,2016.0,475000.0,0,0,0,1,0,0
200,Northbridge,2018,3,5,2.0,2.0,1.2,121.6,83.4,2012.4,509600.0,0,0,0,1,0,0
201,Northbridge,2018,4,3,2.0,1.3333333333333333,1.0,116.0,85.33333333333333,1999.0,409333.3333333333,0,0,0,1,0,0
202,Northbridge,2018,5,4,1.75,1.75,1.0,99.75,70.5,2016.0,834717.0,0,0,0,1,0,0
203,Northbridge,2018,6,4,2.25,1.25,1.25,152.5,110.75,1998.5,516250.0,0,0,0,1,0,0
204,Northbridge,2018,8,2,2.0,2.0,1.0,122.5,87.0,2013.0,430500.0,0,0,0,1,0,0
205,Northbridge,2018,9,3,2.0,1.6666666666666667,1.0,110.0,70.66666666666667,2013.6666666666667,462666.6666666667,0,0,0,1,0,0
206,Northbridge,2018,10,4,2.0,1.5,1.0,110.5,79.75,2006.0,432750.0,0,0,0,1,0,0
207,Northbridge,2018,11,1,2.0,2.0,1.0,114.0,79.0,2016.0,458000.0,0,0,0,1,0,0
208,Northbridge,2018,12,2,2.5,2.0,1.5,179.0,152.5,2010.5,665000.0,0,0,0,1,0,0
209,Northbridge,2019,2,4,2.0,2.0,1.25,116.0,78.5,2016.25,490500.0,0,0,0,1,0,0
210,Northbridge,2019,3,1,3.0,3.0,2.0,133.0,151.0,2009.0,680000.0,0,0,0,1,0,0
211,Northbridge,2019,4,1,2.0,2.0,1.0,134.0,100.0,2005.0,472000.0,0,0,0,1,0,0
212,Northbridge,2019,5,4,2.0,1.75,1.0,137.5,86.25,1963.0,503750.0,0,0,0,1,0,0
213,Northbridge,2019,7,2,3.5,3.5,1.5,175.0,246.0,2001.0,888166.0,0,0,0,1,0,0
214,Northbridge,2019,10,2,2.0,1.5,1.0,117.5,83.5,2000.5,352500.0,0,0,0,1,0,0
215,Northbridge,2019,11,2,2.5,2.0,1.5,186.0,122.5,1995.5,628000.0,0,0,0,1,0,0
216,Northbridge,2019,12,1,2.0,2.0,1.0,99.0,71.0,2016.0,420000.0,0,0,0,1,0,0
217,Northbridge,2020,2,3,2.0,1.6666666666666667,1.0,124.33333333333333,86.66666666666667,2005.6666666666667,441666.6666666667,0,0,0,1,0,0
218,Northbridge,2020,4,1,0.0,2.0,1.0,98.0,69.0,2010.0,315000.0,0,0,0,1,0,0
219,Northbridge,2020,5,2,2.5,2.0,1.0,126.0,95.0,2009.0,1265000.0,0,0,0,1,0,0
220,Northbridge,2020,6,1,2.0,2.0,1.0,158.0,134.0,1996.0,433000.0,0,0,0,1,0,0
221,Northbridge,2020,7,2,1.5,1.5,1.0,88.5,59.5,2016.0,352500.0,0,0,0,1,0,0
222,Northbridge,2020,9,2,2.5,2.0,1.0,148.5,111.5,2000.0,395000.0,0,0,0,1,0,0
223,Northbridge,2020,10,2,2.0,2.0,1.0,117.0,81.0,2010.5,391500.0,0,0,0,1,0,0
224,Northbridge,2020,11,2,2.0,1.5,1.0,114.0,81.0,2002.5,370000.0,0,0,0,1,0,0
225,Northbridge,2021,1,2,2.5,1.5,1.5,185.0,166.0,2000.5,849000.0,0,0,0,1,0,0
226,Northbridge,2021,4,6,1.6666666666666667,1.3333333333333333,0.8333333333333334,98.66666666666667,63.166666666666664,2006.0,347333.3333333333,0,0,0,1,0,0
227,Northbridge,2021,5,5,1.6,1.4,1.2,122.2,84.2,2006.2,435670.0,0,0,0,1,0,0
228,Northbridge,2021,7,1,2.0,1.0,1.0,108.0,84.0,1996.0,440000.0,0,0,0,1,0,0
229,Perth,2019,10,1,3.0,2.0,2.0,189.0,99.0,2009.0,500000.0,1,0,0,0,0,0
230,Perth,2019,11,17,2.1176470588235294,1.5294117647058822,1.2941176470588236,202.35294117647058,87.0,1991.6470588235295,456699.29411764705,1,0,0,0,0,0
231,Perth,2019,12,18,2.111111111111111,1.5,1.1666666666666667,181.11111111111111,101.66666666666667,1987.0555555555557,579988.8888888889,1,0,0,0,0,0
232,Perth,2020,1,14,2.2857142857142856,1.4285714285714286,1.4285714285714286,272.2142857142857,102.57142857142857,1973.642857142857,614357.1428571428,1,0,0,0,0,0
233,Perth,2020,2,15,1.8,1.3333333333333333,0.9333333333333333,191.26666666666668,76.0,1999.1333333333334,464400.0,1,0,0,0,0,0
234,Perth,2020,3,16,1.75,1.4375,1.1875,171.8125,78.1875,2001.3125,444937.5,1,0,0,0,0,0
235,Perth,2020,4,13,2.0,1.6923076923076923,1.3076923076923077,247.30769230769232,92.07692307692308,1993.7692307692307,515153.8461538461,1,0,0,0,0,0
236,Perth,2020,5,7,1.8571428571428572,1.2857142857142858,1.0,112.14285714285714,80.57142857142857,2003.0,443285.71428571426,1,0,0,0,0,0
237,Perth,2020,6,7,2.0,1.4285714285714286,1.4285714285714286,152.71428571428572,96.57142857142857,2006.4285714285713,490857.14285714284,1,0,0,0,0,0
238,Perth,2020,7,7,2.4285714285714284,1.8571428571428572,1.2857142857142858,221.85714285714286,130.42857142857142,1981.4285714285713,522142.85714285716,1,0,0,0,0,0
239,Perth,2020,8,18,1.8888888888888888,1.3888888888888888,1.1666666666666667,131.33333333333334,91.5,1989.4444444444443,526544.4444444445,1,0,0,0,0,0
240,Perth,2020,9,9,1.5555555555555556,1.1111111111111112,0.7777777777777778,89.33333333333333,65.44444444444444,2002.888888888889,403050.0,1,0,0,0,0,0
241,Perth,2020,10,22,2.090909090909091,1.4090909090909092,1.2272727272727273,154.5,93.63636363636364,1999.090909090909,498750.0,1,0,0,0,0,0
242,Perth,2020,11,19,2.263157894736842,1.631578947368421,1.368421052631579,166.31578947368422,98.84210526315789,1996.1052631578948,544552.6315789474,1,0,0,0,0,0
243,Perth,2020,12,14,2.4285714285714284,1.7142857142857142,1.2142857142857142,157.78571428571428,107.85714285714286,1976.857142857143,652714.2857142857,1,0,0,0,0,0
244,Perth,2021,1,17,2.0,1.5294117647058822,1.2352941176470589,317.11764705882354,93.05882352941177,1994.4705882352941,550000.0,1,0,0,0,0,0
245,Perth,2021,2,14,1.9285714285714286,1.5,1.1428571428571428,192.85714285714286,86.78571428571429,2002.9285714285713,513071.4285714286,1,0,0,0,0,0
246,Perth,2021,3,9,2.0,1.3333333333333333,1.2222222222222223,194.33333333333334,88.88888888888889,1993.7777777777778,504023.3333333333,1,0,0,0,0,0
247,Perth,2021,4,10,1.7,1.4,1.2,132.8,70.3,1997.2,498600.0,1,0,0,0,0,0
248,Perth,2021,5,17,2.1176470588235294,1.7647058823529411,1.4705882352941178,206.58823529411765,129.23529411764707,1992.7058823529412,726823.5294117647,1,0,0,0,0,0
249,Perth,2021,6,19,2.1052631578947367,1.7894736842105263,1.1578947368421053,142.3684210526316,108.36842105263158,1995.6842105263158,654710.5263157894,1,0,0,0,0,0
250,Perth,2021,7,6,2.3333333333333335,1.5,1.3333333333333333,111.33333333333333,84.0,2001.3333333333333,509333.3333333333,1,0,0,0,0,0
251,West Perth,2018,8,4,2.5,2.0,1.75,158.75,101.25,2009.25,627750.0,0,0,1,0,0,0
252,West Perth,2018,9,7,2.2857142857142856,1.8571428571428572,1.2857142857142858,157.42857142857142,91.71428571428571,1990.7142857142858,607142.8571428572,0,0,1,0,0,0
253,West Perth,2018,10,6,1.6666666666666667,1.6666666666666667,1.3333333333333333,106.16666666666667,76.33333333333333,1998.3333333333333,403166.6666666667,0,0,1,0,0,0
254,West Perth,2018,11,9,2.6666666666666665,1.4444444444444444,1.5555555555555556,221.11111111111111,119.44444444444444,1978.0,788666.6666666666,0,0,1,0,0,0
255,West Perth,2018,12,10,1.6,1.5,1.1,110.7,70.8,1990.5,398400.0,0,0,1,0,0,0
256,West Perth,2019,1,10,1.8,1.5,1.5,111.6,71.4,1991.5,415650.0,0,0,1,0,0,0
257,West Perth,2019,2,10,2.5,1.9,1.4,145.1,105.9,2001.8,599750.0,0,0,1,0,0,0
258,West Perth,2019,3,8,2.0,1.75,1.5,154.125,99.625,1996.75,1110625.0,0,0,1,0,0,0
259,West Perth,2019,4,8,2.0,1.5,1.125,127.0,92.25,2007.375,480625.0,0,0,1,0,0,0
260,West Perth,2019,5,7,1.8571428571428572,1.2857142857142858,1.2857142857142858,183.0,86.57142857142857,1990.4285714285713,574000.0,0,0,1,0,0,0
261,West Perth,2019,6,9,2.2222222222222223,1.8888888888888888,1.1111111111111112,121.66666666666667,82.55555555555556,1994.888888888889,460500.0,0,0,1,0,0,0
262,West Perth,2019,7,5,1.8,1.4,1.2,112.2,76.4,2001.6,402000.0,0,0,1,0,0,0
263,West Perth,2019,8,4,2.5,1.75,1.25,121.25,81.0,2007.5,475000.0,0,0,1,0,0,0
264,West Perth,2019,9,11,1.9090909090909092,1.4545454545454546,1.3636363636363635,136.72727272727272,77.63636363636364,1991.0,413818.1818181818,0,0,1,0,0,0
265,West Perth,2019,10,6,2.1666666666666665,1.5,1.5,160.83333333333334,96.66666666666667,1962.5,618833.3333333334,0,0,1,0,0,0
266,West Perth,2019,11,8,2.125,1.25,1.375,254.75,85.75,1968.625,499787.5,0,0,1,0,0,0
267,West Perth,2019,12,7,2.4285714285714284,1.4285714285714286,1.5714285714285714,147.71428571428572,85.71428571428571,2005.4285714285713,510000.0,0,0,1,0,0,0
268,West Perth,2020,1,5,1.6,1.6,1.0,107.0,71.0,2011.8,452800.0,0,0,1,0,0,0
269,West Perth,2020,2,4,2.25,1.75,1.75,202.25,114.0,2009.75,1160500.0,0,0,1,0,0,0
270,West Perth,2020,3,12,1.8333333333333333,1.5,1.25,104.16666666666667,79.25,1992.5,450958.3333333333,0,0,1,0,0,0
271,West Perth,2020,4,4,1.75,1.5,1.25,120.75,68.0,2000.75,412625.0,0,0,1,0,0,0
272,West Perth,2020,5,5,2.2,1.4,1.4,103.0,86.2,1977.4,444000.0,0,0,1,0,0,0
273,West Perth,2020,6,3,2.3333333333333335,2.0,1.6666666666666667,125.0,81.0,2006.6666666666667,440833.3333333333,0,0,1,0,0,0
274,West Perth,2020,7,9,2.0,1.3333333333333333,1.2222222222222223,188.44444444444446,94.33333333333333,1980.0,506222.22222222225,0,0,1,0,0,0
275,West Perth,2020,8,7,1.7142857142857142,1.1428571428571428,1.1428571428571428,72.0,55.857142857142854,1985.857142857143,298714.28571428574,0,0,1,0,0,0
276,West Perth,2020,9,6,2.3333333333333335,1.3333333333333333,2.6666666666666665,223.5,97.83333333333333,1974.5,566500.0,0,0,1,0,0,0
277,West Perth,2020,10,8,2.0,1.625,1.125,138.25,75.75,1991.375,461000.0,0,0,1,0,0,0
278,West Perth,2020,11,8,1.875,1.5,1.25,135.875,93.875,2003.5,479625.0,0,0,1,0,0,0
279,West Perth,2020,12,17,2.0588235294117645,1.411764705882353,1.1176470588235294,117.17647058823529,75.47058823529412,1988.2941176470588,431352.9411764706,0,0,1,0,0,0
280,West Perth,2021,1,13,2.3076923076923075,1.8461538461538463,1.3846153846153846,172.0,94.38461538461539,1983.3846153846155,538015.3846153846,0,0,1,0,0,0
281,West Perth,2021,2,6,2.6666666666666665,1.8333333333333333,1.6666666666666667,312.3333333333333,127.33333333333333,1975.1666666666667,872666.6666666666,0,0,1,0,0,0
282,West Perth,2021,3,17,2.176470588235294,1.4705882352941178,1.411764705882353,135.35294117647058,85.3529411764706,1996.0588235294117,534441.1764705882,0,0,1,0,0,0
283,West Perth,2021,4,11,2.0,1.7272727272727273,1.4545454545454546,143.0909090909091,90.36363636363636,1989.5454545454545,550045.4545454546,0,0,1,0,0,0
284,West Perth,2021,5,7,1.8571428571428572,1.7142857142857142,1.1428571428571428,111.0,77.14285714285714,2000.857142857143,458857.14285714284,0,0,1,0,0,0
285,West Perth,2021,6,11,1.9090909090909092,1.5454545454545454,1.2727272727272727,104.0909090909091,74.9090909090909,1991.3636363636363,434909.0909090909,0,0,1,0,0,0
286,West Perth,2021,7,9,2.4444444444444446,1.3333333333333333,1.2222222222222223,129.55555555555554,88.77777777777777,1995.0,511333.3333333333,0,0,1,0,0,0
287,West Perth,2021,8,1,2.0,2.0,1.0,102.0,81.0,2001.0,410000.0,0,0,1,0,0,0
